Model,Treatment,Tumor_id,Timepoint,Response
C3H-SCID,XL184,#3685397068,36,107.25
C3H-SCID,XL184,#3685397068,38,68.75
C3H-SCID,XL184,#3685397068,41,99.0
C3H-SCID,Vehicle,#1858477261,-29,0.0
C3H-SCID,Vehicle,#1858477261,-27,0.0
C3H-SCID,Vehicle,#1858477261,-25,0.0
C3H-SCID,Vehicle,#1858477261,-22,0.0
C3H-SCID,Vehicle,#1858477261,-20,0.0
C3H-SCID,Vehicle,#1858477261,-18,0.0
C3H-SCID,Vehicle,#1858477261,-15,0.0
C3H-SCID,Vehicle,#1858477261,-8,0.0
C3H-SCID,Vehicle,#1858477261,-6,0.0
C3H-SCID,Vehicle,#1858477261,-4,0.0
C3H-SCID,Vehicle,#1858477261,-1,0.0
C3H-SCID,Vehicle,#1858477261,1,0.0
C3H-SCID,Vehicle,#1858477261,3,0.0
C3H-SCID,Vehicle,#1858477261,6,9.0
C3H-SCID,Vehicle,#1858477261,8,36.0
C3H-SCID,Vehicle,#1858477261,10,36.0
C3H-SCID,Vehicle,#1858477261,13,50.0
C3H-SCID,Vehicle,#1858477261,15,62.5
C3H-SCID,Vehicle,#1858477261,17,62.5
C3H-SCID,Vehicle,#1858477261,20,62.5
C3H-SCID,Vehicle,#1858477261,22,68.75
C3H-SCID,Vehicle,#1858477261,24,82.5
C3H-SCID,Vehicle,#1858477261,27,96.25
C3H-SCID,Vehicle,#1858477261,29,115.5
C3H-SCID,Vehicle,#1858477261,31,136.5
C3H-SCID,Vehicle,#1858477261,34,147.0
C3H-SCID,Vehicle,#1858477261,36,159.25
C3H-SCID,Vehicle,#1858477261,38,182.0
C3H-SCID,Vehicle,#1858477261,41,195.0
HGF-SCID,XL184+Actemra,#31,-27,0.0
HGF-SCID,XL184+Actemra,#31,-25,0.0
HGF-SCID,XL184+Actemra,#31,-23,0.0
HGF-SCID,XL184+Actemra,#31,-20,9.0
HGF-SCID,XL184+Actemra,#31,-18,9.0
HGF-SCID,XL184+Actemra,#31,-16,9.0
HGF-SCID,XL184+Actemra,#31,-13,18.375
HGF-SCID,XL184+Actemra,#31,-6,21.0
HGF-SCID,XL184+Actemra,#31,-4,32.0
HGF-SCID,XL184+Actemra,#31,-2,36.0
HGF-SCID,XL184+Actemra,#31,1,45.0
HGF-SCID,XL184+Actemra,#31,3,56.25
HGF-SCID,XL184+Actemra,#31,5,56.25
HGF-SCID,XL184+Actemra,#31,8,68.75
HGF-SCID,XL184+Actemra,#31,10,90.0
HGF-SCID,XL184+Actemra,#31,12,90.0
HGF-SCID,XL184+Actemra,#31,15,99.0
HGF-SCID,XL184+Actemra,#31,17,82.5
HGF-SCID,XL184+Actemra,#31,19,62.5
HGF-SCID,XL184+Actemra,#31,22,62.5
HGF-SCID,XL184+Actemra,#31,24,45.0
HGF-SCID,XL184+Actemra,#31,26,45.0
HGF-SCID,XL184+Actemra,#31,29,68.75
HGF-SCID,XL184+Actemra,#31,31,55.0
HGF-SCID,XL184+Actemra,#31,33,45.0
HGF-SCID,XL184+Actemra,#31,36,45.0
HGF-SCID,XL184+Actemra,#31,38,40.5
HGF-SCID,XL184+Actemra,#31,40,27.0
HGF-SCID,XL184+Actemra,#31,43,45.0
HGF-SCID,Actemra,#33,-27,0.0
HGF-SCID,Actemra,#33,-25,0.0
HGF-SCID,Actemra,#33,-23,0.0
HGF-SCID,Actemra,#33,-20,9.0
HGF-SCID,Actemra,#33,-18,9.0
HGF-SCID,Actemra,#33,-16,9.0
HGF-SCID,Actemra,#33,-13,21.0
HGF-SCID,Actemra,#33,-6,32.0
HGF-SCID,Actemra,#33,-4,36.0
HGF-SCID,Actemra,#33,-2,40.5
HGF-SCID,Actemra,#33,1,62.5
HGF-SCID,Actemra,#33,3,62.5
HGF-SCID,Actemra,#33,5,75.625
HGF-SCID,Actemra,#33,8,90.75
HGF-SCID,Actemra,#33,10,90.75
HGF-SCID,Actemra,#33,12,108.0
HGF-SCID,Actemra,#33,15,136.5
HGF-SCID,Actemra,#33,17,136.5
HGF-SCID,Actemra,#33,19,136.5
HGF-SCID,Actemra,#33,22,136.5
HGF-SCID,Actemra,#33,24,136.5
HGF-SCID,Actemra,#33,26,159.25
HGF-SCID,Actemra,#33,29,195.0
HGF-SCID,Actemra,#33,31,195.0
HGF-SCID,Actemra,#33,33,219.375
HGF-SCID,Actemra,#33,36,276.25
HGF-SCID,Actemra,#33,38,297.5
HGF-SCID,Actemra,#33,40,NA
HGF-SCID,Actemra,#33,43,NA
C3H-SCID,Vehicle,#25,-29,0.0
C3H-SCID,Vehicle,#25,-27,0.0
C3H-SCID,Vehicle,#25,-25,0.0
C3H-SCID,Vehicle,#25,-22,0.0
C3H-SCID,Vehicle,#25,-20,0.0
C3H-SCID,Vehicle,#25,-18,0.0
C3H-SCID,Vehicle,#25,-15,0.0
C3H-SCID,Vehicle,#25,-8,0.0
C3H-SCID,Vehicle,#25,-6,0.0
C3H-SCID,Vehicle,#25,-4,10.5
C3H-SCID,Vehicle,#25,-1,10.5
C3H-SCID,Vehicle,#25,1,15.75
C3H-SCID,Vehicle,#25,3,18.0
C3H-SCID,Vehicle,#25,6,27.0
C3H-SCID,Vehicle,#25,8,36.0
C3H-SCID,Vehicle,#25,10,44.0
C3H-SCID,Vehicle,#25,13,68.75
C3H-SCID,Vehicle,#25,15,75.0
C3H-SCID,Vehicle,#25,17,75.0
C3H-SCID,Vehicle,#25,20,81.25
C3H-SCID,Vehicle,#25,22,105.0
C3H-SCID,Vehicle,#25,24,105.0
C3H-SCID,Vehicle,#25,27,123.75
C3H-SCID,Vehicle,#25,29,132.0
C3H-SCID,Vehicle,#25,31,154.0
C3H-SCID,Vehicle,#25,34,178.5
C3H-SCID,Vehicle,#25,36,148.75
C3H-SCID,Vehicle,#25,38,199.5
C3H-SCID,Vehicle,#25,41,247.0
C3H-SCID,Vehicle,#349192223,-29,0.0
C3H-SCID,Vehicle,#349192223,-27,0.0
C3H-SCID,Vehicle,#349192223,-25,0.0
C3H-SCID,Vehicle,#349192223,-22,0.0
C3H-SCID,Vehicle,#349192223,-20,0.0
C3H-SCID,Vehicle,#349192223,-18,9.0
C3H-SCID,Vehicle,#349192223,-15,9.0
C3H-SCID,Vehicle,#349192223,-8,18.375
C3H-SCID,Vehicle,#349192223,-6,32.0
C3H-SCID,Vehicle,#349192223,-4,36.0
C3H-SCID,Vehicle,#349192223,-1,40.5
C3H-SCID,Vehicle,#349192223,1,45.0
C3H-SCID,Vehicle,#349192223,3,62.5
C3H-SCID,Vehicle,#349192223,6,68.75
C3H-SCID,Vehicle,#349192223,8,90.0
C3H-SCID,Vehicle,#349192223,10,97.5
C3H-SCID,Vehicle,#349192223,13,113.75
C3H-SCID,Vehicle,#349192223,15,154.0
C3H-SCID,Vehicle,#349192223,17,180.0
C3H-SCID,Vehicle,#349192223,20,180.0
C3H-SCID,Vehicle,#349192223,22,221.0
C3H-SCID,Vehicle,#349192223,24,248.625
C3H-SCID,Vehicle,#349192223,27,400.0
C3H-SCID,Vehicle,#349192223,29,510.0
C3H-SCID,Vehicle,#349192223,31,594.0
C3H-SCID,Vehicle,#349192223,34,771.875
C3H-SCID,Vehicle,#349192223,36,1049.75
C3H-SCID,Vehicle,#349192223,38,1105.0
C3H-SCID,Vehicle,#349192223,41,1552.5
C3H-SCID,XL184,#1568360581,-29,0.0
C3H-SCID,XL184,#1568360581,-27,0.0
C3H-SCID,XL184,#1568360581,-25,0.0
C3H-SCID,XL184,#1568360581,-22,0.0
C3H-SCID,XL184,#1568360581,-20,0.0
C3H-SCID,XL184,#1568360581,-18,0.0
C3H-SCID,XL184,#1568360581,-15,9.0
C3H-SCID,XL184,#1568360581,-8,10.5
C3H-SCID,XL184,#1568360581,-6,15.75
C3H-SCID,XL184,#1568360581,-4,45.0
C3H-SCID,XL184,#1568360581,-1,61.875
C3H-SCID,XL184,#1568360581,1,61.875
C3H-SCID,XL184,#1568360581,3,99.0
C3H-SCID,XL184,#1568360581,6,107.25
C3H-SCID,XL184,#1568360581,8,117.0
C3H-SCID,XL184,#1568360581,10,126.0
C3H-SCID,XL184,#1568360581,13,126.0
C3H-SCID,XL184,#1568360581,15,126.0
C3H-SCID,XL184,#1568360581,17,126.0
C3H-SCID,XL184,#1568360581,20,126.0
C3H-SCID,XL184,#1568360581,22,156.0
C3H-SCID,XL184,#1568360581,24,156.0
C3H-SCID,XL184,#1568360581,27,156.0
C3H-SCID,XL184,#1568360581,29,146.25
C3H-SCID,XL184,#1568360581,31,156.0
C3H-SCID,XL184,#1568360581,34,175.5
C3H-SCID,XL184,#1568360581,36,153.0
C3H-SCID,XL184,#1568360581,38,112.5
C3H-SCID,XL184,#1568360581,41,156.0
C3H-SCID,XL184,#2082615000,-29,0.0
C3H-SCID,XL184,#2082615000,-27,0.0
C3H-SCID,XL184,#2082615000,-25,0.0
C3H-SCID,XL184,#2082615000,-22,9.0
C3H-SCID,XL184,#2082615000,-20,12.25
C3H-SCID,XL184,#2082615000,-18,18.375
C3H-SCID,XL184,#2082615000,-15,21.0
C3H-SCID,XL184,#2082615000,-8,27.0
C3H-SCID,XL184,#2082615000,-6,36.0
C3H-SCID,XL184,#2082615000,-4,36.0
C3H-SCID,XL184,#2082615000,-1,36.0
C3H-SCID,XL184,#2082615000,1,36.0
C3H-SCID,XL184,#2082615000,3,40.5
C3H-SCID,XL184,#2082615000,6,40.5
C3H-SCID,XL184,#2082615000,8,40.5
C3H-SCID,XL184,#2082615000,10,50.0
C3H-SCID,XL184,#2082615000,13,68.75
C3H-SCID,XL184,#2082615000,15,68.75
C3H-SCID,XL184,#2082615000,17,68.75
C3H-SCID,XL184,#2082615000,20,75.625
C3H-SCID,XL184,#2082615000,22,97.5
C3H-SCID,XL184,#2082615000,24,90.0
C3H-SCID,XL184,#2082615000,27,90.0
C3H-SCID,XL184,#2082615000,29,60.5
C3H-SCID,XL184,#2082615000,31,55.0
C3H-SCID,XL184,#2082615000,34,75.0
C3H-SCID,XL184,#2082615000,36,68.75
C3H-SCID,XL184,#2082615000,38,55.0
C3H-SCID,XL184,#2082615000,41,75.625
HGF-SCID,Vehicle,#19,-27,0.0
HGF-SCID,Vehicle,#19,-25,0.0
HGF-SCID,Vehicle,#19,-23,0.0
HGF-SCID,Vehicle,#19,-20,0.0
HGF-SCID,Vehicle,#19,-18,9.0
HGF-SCID,Vehicle,#19,-16,9.0
HGF-SCID,Vehicle,#19,-13,10.5
HGF-SCID,Vehicle,#19,-6,10.5
HGF-SCID,Vehicle,#19,-4,24.0
HGF-SCID,Vehicle,#19,-2,24.0
HGF-SCID,Vehicle,#19,1,27.0
HGF-SCID,Vehicle,#19,3,27.0
HGF-SCID,Vehicle,#19,5,27.0
HGF-SCID,Vehicle,#19,8,45.0
HGF-SCID,Vehicle,#19,10,45.0
HGF-SCID,Vehicle,#19,12,68.75
HGF-SCID,Vehicle,#19,15,89.375
HGF-SCID,Vehicle,#19,17,107.25
HGF-SCID,Vehicle,#19,19,107.25
HGF-SCID,Vehicle,#19,22,107.25
HGF-SCID,Vehicle,#19,24,126.0
HGF-SCID,Vehicle,#19,26,135.0
HGF-SCID,Vehicle,#19,29,135.0
HGF-SCID,Vehicle,#19,31,135.0
HGF-SCID,Vehicle,#19,33,135.0
HGF-SCID,Vehicle,#19,36,135.0
HGF-SCID,Vehicle,#19,38,144.0
HGF-SCID,Vehicle,#19,40,153.0
HGF-SCID,Vehicle,#19,43,175.5
HGF-SCID,XL184+Actemra,#18,-27,0.0
HGF-SCID,XL184+Actemra,#18,-25,0.0
HGF-SCID,XL184+Actemra,#18,-23,0.0
HGF-SCID,XL184+Actemra,#18,-20,0.0
HGF-SCID,XL184+Actemra,#18,-18,12.25
HGF-SCID,XL184+Actemra,#18,-16,12.25
HGF-SCID,XL184+Actemra,#18,-13,27.0
HGF-SCID,XL184+Actemra,#18,-6,40.5
HGF-SCID,XL184+Actemra,#18,-4,62.5
HGF-SCID,XL184+Actemra,#18,-2,62.5
HGF-SCID,XL184+Actemra,#18,1,6.875
HGF-SCID,XL184+Actemra,#18,3,75.625
HGF-SCID,XL184+Actemra,#18,5,108.0
HGF-SCID,XL184+Actemra,#18,8,108.0
HGF-SCID,XL184+Actemra,#18,10,108.0
HGF-SCID,XL184+Actemra,#18,12,136.5
HGF-SCID,XL184+Actemra,#18,15,147.875
HGF-SCID,XL184+Actemra,#18,17,147.875
HGF-SCID,XL184+Actemra,#18,19,107.25
HGF-SCID,XL184+Actemra,#18,22,115.5
HGF-SCID,XL184+Actemra,#18,24,75.625
HGF-SCID,XL184+Actemra,#18,26,75.625
HGF-SCID,XL184+Actemra,#18,29,135.0
HGF-SCID,XL184+Actemra,#18,31,97.5
HGF-SCID,XL184+Actemra,#18,33,67.5
HGF-SCID,XL184+Actemra,#18,36,81.25
HGF-SCID,XL184+Actemra,#18,38,82.5
HGF-SCID,XL184+Actemra,#18,40,49.5
HGF-SCID,XL184+Actemra,#18,43,55.0
HGF-SCID,Actemra,#39,-27,0.0
HGF-SCID,Actemra,#39,-25,0.0
HGF-SCID,Actemra,#39,-23,0.0
HGF-SCID,Actemra,#39,-20,0.0
HGF-SCID,Actemra,#39,-18,0.0
HGF-SCID,Actemra,#39,-16,9.0
HGF-SCID,Actemra,#39,-13,9.0
HGF-SCID,Actemra,#39,-6,21.0
HGF-SCID,Actemra,#39,-4,21.0
HGF-SCID,Actemra,#39,-2,21.0
HGF-SCID,Actemra,#39,1,68.75
HGF-SCID,Actemra,#39,3,68.75
HGF-SCID,Actemra,#39,5,75.0
HGF-SCID,Actemra,#39,8,75.0
HGF-SCID,Actemra,#39,10,81.25
HGF-SCID,Actemra,#39,12,107.25
HGF-SCID,Actemra,#39,15,144.0
HGF-SCID,Actemra,#39,17,144.0
HGF-SCID,Actemra,#39,19,168.0
HGF-SCID,Actemra,#39,22,168.0
HGF-SCID,Actemra,#39,24,208.0
HGF-SCID,Actemra,#39,26,208.0
HGF-SCID,Actemra,#39,29,253.125
HGF-SCID,Actemra,#39,31,286.875
HGF-SCID,Actemra,#39,33,NA
HGF-SCID,Actemra,#39,36,NA
HGF-SCID,Actemra,#39,38,NA
HGF-SCID,Actemra,#39,40,NA
HGF-SCID,Actemra,#39,43,NA
HGF-SCID,XL184,#38,-27,0.0
HGF-SCID,XL184,#38,-25,0.0
HGF-SCID,XL184,#38,-23,0.0
HGF-SCID,XL184,#38,-20,0.0
HGF-SCID,XL184,#38,-18,0.0
HGF-SCID,XL184,#38,-16,0.0
HGF-SCID,XL184,#38,-13,10.5
HGF-SCID,XL184,#38,-6,21.0
HGF-SCID,XL184,#38,-4,40.0
HGF-SCID,XL184,#38,-2,45.0
HGF-SCID,XL184,#38,1,75.625
HGF-SCID,XL184,#38,3,75.625
HGF-SCID,XL184,#38,5,82.5
HGF-SCID,XL184,#38,8,135.0
HGF-SCID,XL184,#38,10,146.25
HGF-SCID,XL184,#38,12,156.0
HGF-SCID,XL184,#38,15,185.25
HGF-SCID,XL184,#38,17,185.25
HGF-SCID,XL184,#38,19,187.2
HGF-SCID,XL184,#38,22,245.0
HGF-SCID,XL184,#38,24,162.0
HGF-SCID,XL184,#38,26,127.5
HGF-SCID,XL184,#38,29,148.75
HGF-SCID,XL184,#38,31,120.0
HGF-SCID,XL184,#38,33,112.5
HGF-SCID,XL184,#38,36,138.125
HGF-SCID,XL184,#38,38,127.5
HGF-SCID,XL184,#38,40,112.5
HGF-SCID,XL184,#38,43,135.0
C3H-SCID,XL184,#1424428242,-29,0.0
C3H-SCID,XL184,#1424428242,-27,0.0
C3H-SCID,XL184,#1424428242,-25,0.0
C3H-SCID,XL184,#1424428242,-22,0.0
C3H-SCID,XL184,#1424428242,-20,0.0
C3H-SCID,XL184,#1424428242,-18,10.5
C3H-SCID,XL184,#1424428242,-15,24.0
C3H-SCID,XL184,#1424428242,-8,36.0
C3H-SCID,XL184,#1424428242,-6,40.5
C3H-SCID,XL184,#1424428242,-4,45.0
C3H-SCID,XL184,#1424428242,-1,68.75
C3H-SCID,XL184,#1424428242,1,99.0
C3H-SCID,XL184,#1424428242,3,107.25
C3H-SCID,XL184,#1424428242,6,107.25
C3H-SCID,XL184,#1424428242,8,117.0
C3H-SCID,XL184,#1424428242,10,117.0
C3H-SCID,XL184,#1424428242,13,172.9
C3H-SCID,XL184,#1424428242,15,195.0
C3H-SCID,XL184,#1424428242,17,210.0
C3H-SCID,XL184,#1424428242,20,238.0
C3H-SCID,XL184,#1424428242,22,272.0
C3H-SCID,XL184,#1424428242,24,288.0
C3H-SCID,XL184,#1424428242,27,320.0
C3H-SCID,XL184,#1424428242,29,285.0
C3H-SCID,XL184,#1424428242,31,285.0
C3H-SCID,XL184,#1424428242,34,354.375
C3H-SCID,XL184,#1424428242,36,266.0
C3H-SCID,XL184,#1424428242,38,208.25
C3H-SCID,XL184,#1424428242,41,266.0
HGF-SCID,XL184,#13,-27,0.0
HGF-SCID,XL184,#13,-25,0.0
HGF-SCID,XL184,#13,-23,0.0
HGF-SCID,XL184,#13,-20,9.0
HGF-SCID,XL184,#13,-18,12.25
HGF-SCID,XL184,#13,-16,18.375
HGF-SCID,XL184,#13,-13,24.0
HGF-SCID,XL184,#13,-6,27.2
HGF-SCID,XL184,#13,-4,45.0
HGF-SCID,XL184,#13,-2,50.0
HGF-SCID,XL184,#13,1,68.75
HGF-SCID,XL184,#13,3,75.0
HGF-SCID,XL184,#13,5,107.25
HGF-SCID,XL184,#13,8,126.0
HGF-SCID,XL184,#13,10,126.0
HGF-SCID,XL184,#13,12,135.0
HGF-SCID,XL184,#13,15,146.25
HGF-SCID,XL184,#13,17,135.0
HGF-SCID,XL184,#13,19,117.0
HGF-SCID,XL184,#13,22,159.25
HGF-SCID,XL184,#13,24,136.5
HGF-SCID,XL184,#13,26,136.5
HGF-SCID,XL184,#13,29,182.4
HGF-SCID,XL184,#13,31,180.0
HGF-SCID,XL184,#13,33,125.125
HGF-SCID,XL184,#13,36,170.625
HGF-SCID,XL184,#13,38,136.5
HGF-SCID,XL184,#13,40,82.5
HGF-SCID,XL184,#13,43,115.5
HGF-SCID,Vehicle,#34,-27,0.0
HGF-SCID,Vehicle,#34,-25,0.0
HGF-SCID,Vehicle,#34,-23,0.0
HGF-SCID,Vehicle,#34,-20,0.0
HGF-SCID,Vehicle,#34,-18,9.0
HGF-SCID,Vehicle,#34,-16,12.25
HGF-SCID,Vehicle,#34,-13,18.375
HGF-SCID,Vehicle,#34,-6,18.375
HGF-SCID,Vehicle,#34,-4,18.375
HGF-SCID,Vehicle,#34,-2,18.375
HGF-SCID,Vehicle,#34,1,32.0
HGF-SCID,Vehicle,#34,3,62.5
HGF-SCID,Vehicle,#34,5,68.75
HGF-SCID,Vehicle,#34,8,99.0
HGF-SCID,Vehicle,#34,10,117.0
HGF-SCID,Vehicle,#34,12,117.0
HGF-SCID,Vehicle,#34,15,126.75
HGF-SCID,Vehicle,#34,17,171.5
HGF-SCID,Vehicle,#34,19,196.0
HGF-SCID,Vehicle,#34,22,236.25
HGF-SCID,Vehicle,#34,24,236.25
HGF-SCID,Vehicle,#34,26,252.0
HGF-SCID,Vehicle,#34,29,303.75
HGF-SCID,Vehicle,#34,31,380.0
HGF-SCID,Vehicle,#34,33,380.0
HGF-SCID,Vehicle,#34,36,403.75
HGF-SCID,Vehicle,#34,38,627.0
HGF-SCID,Vehicle,#34,40,731.5
HGF-SCID,Vehicle,#34,43,731.5
HGF-SCID,XL184+Actemra,#11,-27,0.0
HGF-SCID,XL184+Actemra,#11,-25,0.0
HGF-SCID,XL184+Actemra,#11,-23,0.0
HGF-SCID,XL184+Actemra,#11,-20,0.0
HGF-SCID,XL184+Actemra,#11,-18,9.0
HGF-SCID,XL184+Actemra,#11,-16,9.0
HGF-SCID,XL184+Actemra,#11,-13,15.75
HGF-SCID,XL184+Actemra,#11,-6,31.5
HGF-SCID,XL184+Actemra,#11,-4,58.5
HGF-SCID,XL184+Actemra,#11,-2,75.0
HGF-SCID,XL184+Actemra,#11,1,100.0
HGF-SCID,XL184+Actemra,#11,3,100.0
HGF-SCID,XL184+Actemra,#11,5,120.0
HGF-SCID,XL184+Actemra,#11,8,173.25
HGF-SCID,XL184+Actemra,#11,10,148.5
HGF-SCID,XL184+Actemra,#11,12,199.5
HGF-SCID,XL184+Actemra,#11,15,240.0
HGF-SCID,XL184+Actemra,#11,17,240.0
HGF-SCID,XL184+Actemra,#11,19,228.0
HGF-SCID,XL184+Actemra,#11,22,247.0
HGF-SCID,XL184+Actemra,#11,24,165.75
HGF-SCID,XL184+Actemra,#11,26,144.0
HGF-SCID,XL184+Actemra,#11,29,165.75
HGF-SCID,XL184+Actemra,#11,31,135.0
HGF-SCID,XL184+Actemra,#11,33,123.75
HGF-SCID,XL184+Actemra,#11,36,132.0
HGF-SCID,XL184+Actemra,#11,38,132.0
HGF-SCID,XL184+Actemra,#11,40,100.0
HGF-SCID,XL184+Actemra,#11,43,106.25
HGF-SCID,XL184,#10,-27,0.0
HGF-SCID,XL184,#10,-25,0.0
HGF-SCID,XL184,#10,-23,0.0
HGF-SCID,XL184,#10,-20,9.0
HGF-SCID,XL184,#10,-18,10.5
HGF-SCID,XL184,#10,-16,10.5
HGF-SCID,XL184,#10,-13,24.0
HGF-SCID,XL184,#10,-6,40.5
HGF-SCID,XL184,#10,-4,50.0
HGF-SCID,XL184,#10,-2,66.0
HGF-SCID,XL184,#10,1,71.5
HGF-SCID,XL184,#10,3,97.5
HGF-SCID,XL184,#10,5,126.75
HGF-SCID,XL184,#10,8,146.25
HGF-SCID,XL184,#10,10,157.5
HGF-SCID,XL184,#10,12,157.5
HGF-SCID,XL184,#10,15,196.0
HGF-SCID,XL184,#10,17,170.625
HGF-SCID,XL184,#10,19,136.5
HGF-SCID,XL184,#10,22,136.5
HGF-SCID,XL184,#10,24,108.0
HGF-SCID,XL184,#10,26,90.0
HGF-SCID,XL184,#10,29,126.75
HGF-SCID,XL184,#10,31,117.0
HGF-SCID,XL184,#10,33,90.75
HGF-SCID,XL184,#10,36,117.0
HGF-SCID,XL184,#10,38,108.0
HGF-SCID,XL184,#10,40,108.0
HGF-SCID,XL184,#10,43,136.5
HGF-SCID,Vehicle,#17,-27,0.0
HGF-SCID,Vehicle,#17,-25,0.0
HGF-SCID,Vehicle,#17,-23,0.0
HGF-SCID,Vehicle,#17,-20,9.0
HGF-SCID,Vehicle,#17,-18,9.0
HGF-SCID,Vehicle,#17,-16,10.5
HGF-SCID,Vehicle,#17,-13,10.5
HGF-SCID,Vehicle,#17,-6,40.5
HGF-SCID,Vehicle,#17,-4,40.5
HGF-SCID,Vehicle,#17,-2,40.5
HGF-SCID,Vehicle,#17,1,56.25
HGF-SCID,Vehicle,#17,3,62.5
HGF-SCID,Vehicle,#17,5,75.625
HGF-SCID,Vehicle,#17,8,82.5
HGF-SCID,Vehicle,#17,10,75.0
HGF-SCID,Vehicle,#17,12,117.0
HGF-SCID,Vehicle,#17,15,136.5
HGF-SCID,Vehicle,#17,17,159.25
HGF-SCID,Vehicle,#17,19,182.0
HGF-SCID,Vehicle,#17,22,224.0
HGF-SCID,Vehicle,#17,24,252.0
HGF-SCID,Vehicle,#17,26,270.0
HGF-SCID,Vehicle,#17,29,330.0
HGF-SCID,Vehicle,#17,31,388.125
HGF-SCID,Vehicle,#17,33,450.0
HGF-SCID,Vehicle,#17,36,520.0
HGF-SCID,Vehicle,#17,38,756.0
HGF-SCID,Vehicle,#17,40,882.0
HGF-SCID,Vehicle,#17,43,1102.5
C3H-SCID,Vehicle,#1151398925,-29,0.0
C3H-SCID,Vehicle,#1151398925,-27,0.0
C3H-SCID,Vehicle,#1151398925,-25,0.0
C3H-SCID,Vehicle,#1151398925,-22,0.0
C3H-SCID,Vehicle,#1151398925,-20,0.0
C3H-SCID,Vehicle,#1151398925,-18,9.0
C3H-SCID,Vehicle,#1151398925,-15,18.375
C3H-SCID,Vehicle,#1151398925,-8,36.0
C3H-SCID,Vehicle,#1151398925,-6,45.0
C3H-SCID,Vehicle,#1151398925,-4,45.0
C3H-SCID,Vehicle,#1151398925,-1,56.25
C3H-SCID,Vehicle,#1151398925,1,61.875
C3H-SCID,Vehicle,#1151398925,3,74.25
C3H-SCID,Vehicle,#1151398925,6,90.0
C3H-SCID,Vehicle,#1151398925,8,97.5
C3H-SCID,Vehicle,#1151398925,10,115.5
C3H-SCID,Vehicle,#1151398925,13,134.75
C3H-SCID,Vehicle,#1151398925,15,144.375
C3H-SCID,Vehicle,#1151398925,17,144.375
C3H-SCID,Vehicle,#1151398925,20,182.0
C3H-SCID,Vehicle,#1151398925,22,193.375
C3H-SCID,Vehicle,#1151398925,24,221.0
C3H-SCID,Vehicle,#1151398925,27,248.625
C3H-SCID,Vehicle,#1151398925,29,315.0
C3H-SCID,Vehicle,#1151398925,31,375.0
C3H-SCID,Vehicle,#1151398925,34,462.0
C3H-SCID,Vehicle,#1151398925,36,504.0
C3H-SCID,Vehicle,#1151398925,38,528.0
C3H-SCID,Vehicle,#1151398925,41,714.0
HGF-SCID,Vehicle,#15,-27,0.0
HGF-SCID,Vehicle,#15,-25,0.0
HGF-SCID,Vehicle,#15,-23,0.0
HGF-SCID,Vehicle,#15,-20,9.0
HGF-SCID,Vehicle,#15,-18,9.0
HGF-SCID,Vehicle,#15,-16,9.0
HGF-SCID,Vehicle,#15,-13,9.0
HGF-SCID,Vehicle,#15,-6,18.0
HGF-SCID,Vehicle,#15,-4,40.5
HGF-SCID,Vehicle,#15,-2,40.5
HGF-SCID,Vehicle,#15,1,49.5
HGF-SCID,Vehicle,#15,3,55.0
HGF-SCID,Vehicle,#15,5,55.0
HGF-SCID,Vehicle,#15,8,75.0
HGF-SCID,Vehicle,#15,10,99.0
HGF-SCID,Vehicle,#15,12,99.0
HGF-SCID,Vehicle,#15,15,115.5
HGF-SCID,Vehicle,#15,17,126.0
HGF-SCID,Vehicle,#15,19,168.0
HGF-SCID,Vehicle,#15,22,245.0
HGF-SCID,Vehicle,#15,24,262.5
HGF-SCID,Vehicle,#15,26,288.75
HGF-SCID,Vehicle,#15,29,365.75
HGF-SCID,Vehicle,#15,31,440.0
HGF-SCID,Vehicle,#15,33,648.0
HGF-SCID,Vehicle,#15,36,675.0
HGF-SCID,Vehicle,#15,38,1102.5
HGF-SCID,Vehicle,#15,40,1249.5
HGF-SCID,Vehicle,#15,43,1386.0
HGF-SCID,XL184+Actemra,#14,-27,0.0
HGF-SCID,XL184+Actemra,#14,-25,0.0
HGF-SCID,XL184+Actemra,#14,-23,0.0
HGF-SCID,XL184+Actemra,#14,-20,9.0
HGF-SCID,XL184+Actemra,#14,-18,12.25
HGF-SCID,XL184+Actemra,#14,-16,18.375
HGF-SCID,XL184+Actemra,#14,-13,24.0
HGF-SCID,XL184+Actemra,#14,-6,36.0
HGF-SCID,XL184+Actemra,#14,-4,56.25
HGF-SCID,XL184+Actemra,#14,-2,56.25
HGF-SCID,XL184+Actemra,#14,1,56.25
HGF-SCID,XL184+Actemra,#14,3,56.25
HGF-SCID,XL184+Actemra,#14,5,68.75
HGF-SCID,XL184+Actemra,#14,8,90.0
HGF-SCID,XL184+Actemra,#14,10,107.25
HGF-SCID,XL184+Actemra,#14,12,107.25
HGF-SCID,XL184+Actemra,#14,15,115.5
HGF-SCID,XL184+Actemra,#14,17,97.5
HGF-SCID,XL184+Actemra,#14,19,97.5
HGF-SCID,XL184+Actemra,#14,22,107.25
HGF-SCID,XL184+Actemra,#14,24,81.25
HGF-SCID,XL184+Actemra,#14,26,73.125
HGF-SCID,XL184+Actemra,#14,29,87.75
HGF-SCID,XL184+Actemra,#14,31,61.875
HGF-SCID,XL184+Actemra,#14,33,61.875
HGF-SCID,XL184+Actemra,#14,36,68.75
